Size,Merge,MergeInsertion
51200,5255,2310
51300,5266,2330
51400,5279,2325
51500,5294,2327
51600,5329,2335
51700,5311,2354
51800,5319,2357
51900,5358,2372
52000,5377,2383
52100,5387,2367
52200,5396,2370
52300,5431,2374
52400,5414,2378
52500,5425,2404
52600,5444,2386
52700,5450,2389
52800,5470,2395
52900,5474,2407
53000,5470,2394
53100,5477,2396
53200,5487,2398
53300,5516,2415
53400,5484,2400
53500,5516,2419
53600,5514,2422
53700,5524,2432
53800,5549,2426
53900,5589,2424
54000,5560,2426
54100,5571,2451
54200,5587,2429
54300,5598,2442
54400,5621,2452
54500,5624,2444
54600,5626,2449
54700,5641,2455
54800,5646,2451
54900,5664,2453
55000,5724,2485
55100,5700,2465
55200,5690,2464
55300,5699,2461
55400,5698,2483
55500,5715,2470
55600,5724,2478
55700,5730,2487
55800,5797,2505
55900,5772,2502
56000,5781,2490
56100,5773,2496
56200,5785,2510
56300,5790,2503
56400,5810,2502
56500,5806,2518
56600,5851,2519
56700,5895,2535
56800,5856,2531
56900,5861,2526
57000,5889,2539
57100,5895,2549
57200,5889,2530
57300,5904,2591
57400,5888,2537
57500,5933,2546
57600,5937,2549
57700,5917,2550
57800,5932,2574
57900,5953,2561
58000,5959,2576
58100,5996,2570
58200,6008,2585
58300,6027,2588
58400,6051,2595
58500,6051,2604
58600,6053,2596
58700,6095,2612
58800,6082,2592
58900,6073,2524
59000,6071,2591
59100,6079,2599
59200,6083,2597
59300,6089,2602
59400,6103,2599
59500,6116,2599
59600,6167,2621
59700,6210,2628
59800,6194,2632
59900,6203,2636
60000,6209,2637
60100,6214,2651
60200,6223,2650
60300,6245,2678
60400,6284,2595
60500,6250,2663
60600,6269,2675
60700,6269,2672
60800,6271,2677
60900,6304,2680
61000,6294,2675
61100,6318,2696
61200,6326,2684
61300,6326,2695
61400,6352,2690
61500,6352,2697
61600,6355,2701
61700,6371,2707
61800,6397,2733
61900,6291,2717
62000,6357,2715
62100,6386,2722
62200,6378,2714
62300,6386,2718
62400,6411,2729
62500,6412,2723
62600,6407,2661
62700,6487,2759
62800,6468,2738
62900,6811,3086
63000,6610,3315
63100,6539,2859
63200,6516,2770
63300,6527,2767
63400,6524,2768
63500,6515,2758
63600,6525,2763
63700,6531,2766
63800,6532,2771
63900,6565,2798
64000,6559,2801
64100,6548,2807
64200,6575,2788
64300,6568,2785
64400,6590,2784
64500,6584,2821
64600,6551,2783
64700,6572,2781
64800,6610,2800
64900,6623,2801
65000,6638,2801
65100,6635,2796
65200,6626,2810
65300,6633,2803
65400,6676,2810
65500,6653,2791
65600,6704,2827
65700,6735,2838
65800,6714,2869
65900,6743,2847
66000,6740,2857
66100,6796,2867
66200,6802,2895
66300,6811,2902
66400,6836,2913
66500,6830,2903
66600,6836,2912
66700,6848,2941
66800,6895,2929
66900,6914,2926
67000,6918,2939
67100,6933,2947
67200,6962,2946
67300,6956,2941
67400,6966,2945
67500,6955,2969
67600,7002,2943
67700,7012,2954
67800,6981,2923
67900,6982,2919
68000,7005,2928
68100,7008,2964
68200,7047,2933
68300,7075,2939
68400,7091,2932
68500,7081,2938
68600,7100,2937
68700,7094,2933
68800,7141,2937
68900,7197,2979
69000,7210,2982
69100,7220,2979
69200,7240,2973
69300,7233,2980
69400,7288,2977
69500,7200,2963
69600,7223,2956
69700,7242,2961
69800,7442,2954
69900,7270,2965
70000,7270,2965
70100,7296,2971
70200,7361,3009
70300,7360,3020
70400,7385,3010
70500,7374,3032
70600,7401,3017
70700,7421,3063
70800,7384,2983
70900,7400,3007
71000,7416,3000
71100,7404,3013
71200,7415,3010
71300,7437,3006
71400,7451,2985
71500,7522,3042
71600,7520,3046
71700,7542,3048
71800,7555,3061
71900,7537,3047
72000,7595,3061
72100,7568,3080
72200,7573,3076
72300,7598,3098
72400,7587,3077
72500,7612,3078
72600,7645,3084
72700,7627,3107
72800,7626,3094
72900,7636,3098
73000,7645,3162
73100,7598,3070
73200,7602,3080
73300,7616,3078
73400,7628,3081
73500,7634,3083
73600,7639,3096
73700,7635,3087
73800,7662,3092
73900,7686,3112
74000,7708,3123
74100,7730,3127
74200,7725,3139
74300,7728,3134
74400,7768,3133
74500,7767,3103
74600,7858,3173
74700,7869,3161
74800,7869,3158
74900,7872,3161
75000,7875,3160
75100,7883,3151
75200,7875,3154
75300,7879,3154
75400,7888,3159
75500,7899,3153
75600,7906,3184
75700,8010,3091
75800,7999,3185
75900,8029,3221
76000,8024,3199
76100,8039,3199
76200,8034,3219
76300,8110,3235
76400,8102,3220
76500,8102,3216
76600,8114,3219
76700,8125,3238
76800,8188,3230
76900,8145,3235
77000,8174,3243
77100,8203,3244
77200,8198,3265
77300,8214,3243
77400,8221,3249
77500,8232,3258
77600,8239,3256
77700,8249,3250
77800,8261,3262
77900,8267,3259
78000,8336,3281
78100,8281,3267
78200,8305,3294
78300,8317,3287
78400,8319,3297
78500,8324,3273
78600,8305,3281
78700,8324,3289
78800,8325,3277
78900,8323,3273
79000,8330,3274
79100,8362,3280
79200,8392,3309
79300,8502,3301
79400,8427,3313
79500,8433,3302
79600,8459,3322
79700,8469,3312
79800,8466,3314
79900,8472,3330
80000,8422,3307
80100,8474,3302
80200,8420,3306
80300,8493,3272
80400,8555,3343
80500,8539,3347
80600,8534,3349
80700,8550,3360
80800,8571,3376
80900,8573,3358
81000,8594,3365
81100,8581,3363
81200,8599,3385
81300,8590,3376
81400,8509,3358
81500,8583,3376
81600,8578,3358
81700,8588,3371
81800,8579,3362
81900,8595,3360
82000,8604,3364
82100,8615,3386
82200,8638,3398
82300,8647,3425
82400,8651,3433
82500,8707,3469
82600,8724,3477
82700,8734,3497
82800,8707,3495
82900,8723,3507
83000,8726,3541
83100,8782,3569
83200,8827,3564
83300,8807,3575
83400,8820,3602
83500,8836,3593
83600,8875,3617
83700,8913,3668
83800,8920,3687
83900,8917,3695
84000,8918,3710
84100,8968,3721
84200,8968,3745
84300,9030,3771
84400,8979,3760
84500,9000,3787
84600,9038,3802
84700,9016,3819
84800,9036,3855
84900,8997,3804
85000,8979,3819
85100,8985,3880
85200,9029,3852
85300,9039,3868
85400,9045,3875
85500,9056,3881
85600,9041,3937
85700,9036,3974
85800,9152,3975
85900,9155,3991
86000,9187,3993
86100,9157,4000
86200,9222,4053
86300,9215,4048
86400,9233,4048
86500,9255,4066
86600,9251,4073
86700,9263,4102
86800,9277,4109
86900,9279,4109
87000,9335,4122
87100,9294,4131
87200,9265,4166
87300,9337,4179
87400,9350,4181
87500,9369,4190
87600,9381,4252
87700,9349,4213
87800,9489,4209
87900,9306,4195
88000,9322,4204
88100,9327,4211
88200,9436,4272
88300,9452,4283
88400,9462,4299
88500,9475,4312
88600,9476,4356
88700,9504,4328
88800,9525,4356
88900,9515,4351
89000,9527,4360
89100,9559,4416
89200,9521,4356
89300,9540,4387
89400,9524,4381
89500,9531,4384
89600,9558,4452
89700,9587,4402
89800,9580,4409
89900,9581,4410
90000,9573,4437
90100,9606,4433
90200,9604,4436
90300,9608,4438
90400,9605,4450
90500,9666,4463
90600,9615,4469
90700,9601,4468
90800,9601,4478
90900,9615,4464
91000,9635,4476
91100,9690,4474
91200,9686,4482
91300,9703,4478
91400,9742,4487
91500,9726,4483
91600,9739,4518
91700,9688,4510
91800,9693,4499
91900,9766,4502
92000,9767,4510
92100,9789,4508
92200,9792,4510
92300,9778,4549
92400,9738,4531
92500,9792,4542
92600,9793,4534
92700,9813,4536
92800,9825,4536
92900,9877,4540
93000,9863,4541
93100,9857,4545
93200,9855,4554
93300,9915,4584
93400,9901,4558
93500,9906,4552
93600,9903,4565
93700,9925,4588
93800,9972,4570
93900,9970,4583
94000,9949,4550
94100,9940,4548
94200,9995,4567
94300,9970,4563
94400,9967,4570
94500,10001,4582
94600,10016,4590
94700,10009,4593
94800,10017,4614
94900,10052,4593
95000,10021,4592
95100,10052,4640
95200,10050,4619
95300,10060,4626
95400,10067,4615
95500,10079,4629
95600,10138,4646
95700,10106,4643
95800,10114,4659
95900,10108,4642
96000,10144,4658
96100,10145,4649
96200,10143,4676
96300,10147,4651
96400,10189,4654
96500,10187,4666
96600,10183,4678
96700,10196,4675
96800,10221,4666
96900,10310,4693
97000,10238,4676
97100,10259,4671
97200,10233,4670
97300,10239,4717
97400,10267,4705
97500,10275,4694
97600,10268,4698
97700,10273,4681
97800,10307,4657
97900,10301,4698
98000,10309,4694
98100,10306,4689
98200,10338,4697
98300,10333,4735
98400,10391,4722
98500,10387,4716
98600,10430,4730
98700,10443,4775
98800,10454,4776
98900,10461,4776
